week,ALEXANDER: NDVI,ARMSTRONG: NDVI,BIFROST-RIVERTON: NDVI,BOISSEVAIN-MORTON: NDVI,BRENDA-WASKADA: NDVI,CARTWRIGHT-ROBLIN: NDVI,CLANWILLIAM-ERICKSON: NDVI,DAUPHIN: NDVI,ELLICE-ARCHIE: NDVI,FISHER: NDVI,GILBERT PLAINS: NDVI,GIMLI: NDVI,GLENBORO-SOUTH CYPRESS: NDVI,GRANDVIEW: NDVI,HAMIOTA: NDVI,HILLSBURG-ROBLIN-SHELL RIVER: NDVI,KELSEY: NDVI,LA BROQUERIE: NDVI,MCCREARY: NDVI,MORRIS: NDVI,NORFOLK-TREHERNE: NDVI,NORTH CYPRESS-LANGFORD: NDVI,OAKVIEW: NDVI,PINEY: NDVI,PORTAGE LA PRAIRIE: NDVI,PRAIRIE LAKES: NDVI,PRAIRIE VIEW: NDVI,STE. ANNE: NDVI,STUARTBURN: NDVI,SWAN VALLEY WEST: NDVI,THOMPSON: NDVI,VICTORIA: NDVI,WEST ST. PAUL: NDVI,WESTLAKE-GLADSTONE: NDVI,WINNIPEG: NDVI,WOODLANDS: NDVI,YELLOWHEAD: NDVI
2004-04-25,0.5806632896160259,0.6678455334560216,0.8158309728573132,0.8373850485721851,0.8121022150174231,0.7830765817479733,0.6857593681707279,0.38478836947450507,0.3231880373191372,0.22679528071779168,0.14428179267381863,0.41070166722012563,0.46783206653047243,0.5216373492078565,0.746617595156614,0.8728029069719985,0.7903087723740845,0.6997964526282802,0.5963801365737528,0.3876737394021289,0.29935042238277443,0.20124728764557373,0.26825125237831227,0.5375914163958845,0.5445032414530439,0.7895186636403926,0.8596379017230662,0.7375191181050572,0.8316862834501182,0.6814499760496131,0.543225188640515,0.36565520712967964,0.27277464659766265,0.16782315035893886,0.3815092464048293,0.6441819074344555,0.4361521457934995
2004-05-02,0.6657792236875578,0.7285563459218343,0.8956378303371532,0.8178912467625188,0.7958606445681866,0.7200910143927363,0.6224067727979736,0.3339584545876829,0.3025233702102182,0.1888169561229752,0.22586153106926776,0.5453396675690935,0.5087521883569822,0.5991016068083226,0.8457256534885048,0.8611833715226999,0.7719824383198716,0.682558791823479,0.5853787884000601,0.3515177761110579,0.2667959941715953,0.19663619132400578,0.3768809389488852,0.6036868817921941,0.6008397138063368,0.8457992479805723,0.8487409162729441,0.7145570824665511,0.778333617679313,0.5279370245275536,0.4670000701980141,0.36422696846784813,0.21014383895450464,0.3057970054595287,0.4259367177296646,0.6998808334949813,0.5458583186560793
2004-05-09,0.7511624631300196,0.7966926225404642,0.8644715013082369,0.7769360630784365,0.6741634420175736,0.656372193364843,0.5758985523610252,0.2997185237922408,0.3091863806059237,0.1846410605698325,0.3000610804855091,0.6234729740141298,0.5571029389648248,0.6461772881941471,0.8371036585379905,0.8185957384547771,0.7158145781524919,0.6609057590261745,0.5456191559143219,0.33452330485602055,0.2509513343357939,0.29910191786190676,0.45419086548912335,0.6507297328191926,0.6537882206471914,0.8233699819369011,0.8342356290580416,0.6743330246662066,0.693389813313371,0.44658169441111367,0.4194323921956954,0.38046352443212716,0.21006027062038257,0.422306595373855,0.4766613728765948,0.7722689197901176,0.6333084043333634
2004-05-16,0.6242389901662435,0.5837066364546959,0.6890760239674588,0.675698948267923,0.632931276589081,0.7480948904129554,0.6818569842414042,0.40498896160953785,0.3690176852106685,0.3087011583299576,0.39928167476846627,0.5402635702347046,0.4399475020468795,0.5152031317884438,0.6408328192599473,0.7384046369838984,0.6962755466918968,0.7434284208575891,0.6369020337414246,0.43957957879781284,0.3656332557215961,0.4071247584436415,0.4632015816164522,0.6281781907509459,0.5035028733147642,0.62448046027465,0.7015369886813356,0.6571387048670206,0.7317958354339237,0.6361268603806983,0.5413608566593705,0.4542921473262774,0.38378506443267124,0.48716615672410724,0.40171506114788386,0.6115779477484443,0.48471568919258834
2004-05-23,0.6359502514029197,0.6009358440358319,0.6789087191358282,0.6687122364461385,0.5938653393985598,0.7076856535010836,0.63966237249735,0.41796160994541337,0.4028769514514769,0.3932141883565066,0.4197106150505599,0.5313680616193124,0.4381489322597443,0.5173564557816241,0.5675084073108909,0.6800492169582477,0.6513782964207965,0.6935261992637337,0.5997224450612145,0.4615677476649801,0.47045066831236493,0.47003240040865046,0.44104924636666354,0.6209737662017849,0.4971965113099002,0.6160978891976588,0.6458859352683116,0.6196718324095303,0.6920719459155681,0.6045529122316242,0.5460414040568301,0.47943248338159655,0.46442516986222016,0.4746270144029221,0.41737632542846165,0.5900074650477198,0.5034514629135622
2004-05-30,0.6842498206436165,0.6015181650231042,0.6810220787183151,0.6382305443004911,0.5727162814443201,0.6656898639463997,0.593488905671034,0.4350149743934943,0.4098858093487116,0.42677865811973836,0.4327659557442616,0.581477558575976,0.4495097287919831,0.5470514639230339,0.566338870341685,0.6529384026218119,0.6292883211280165,0.6386557258646612,0.5822534680627895,0.4675041603093486,0.49584157779085425,0.4615898031102207,0.5003558611126626,0.6462477360818242,0.5161079767600065,0.6133824732125834,0.6316495439942523,0.5952046757976319,0.6441659380047509,0.5693940635299822,0.5401575056900442,0.4985909212737476,0.47539373378383176,0.5040417912111128,0.4517527450932428,0.6028629444192682,0.5343491986462491
2004-06-06,0.6746398054893308,0.6442295978173113,0.7053459020670682,0.6390120985920789,0.6094366021271557,0.652862425732125,0.569816270883269,0.39908088388791807,0.3837656040785002,0.4277117741674147,0.45334535407222476,0.5855058878259773,0.46884648203894597,0.49470449922761994,0.5728143392990118,0.6784793460515216,0.6398030425118211,0.6502134138797757,0.5797764161579664,0.44541503097279117,0.5047762570799905,0.437833822546561,0.5021130397738224,0.6380482668545736,0.5393261708660709,0.6230195414841904,0.6185783613255587,0.6039387841155623,0.6340038666055031,0.5253135352704064,0.5169236584990917,0.4762152651471176,0.4391451301769844,0.5307075492299802,0.4448459764498248,0.6211177771268444,0.5548364578616832
2004-06-13,0.7209081833102512,0.6213109638910305,0.6661208292331132,0.6116282127066458,0.5538195674917112,0.669582115023819,0.5819253631928162,0.41497665317187515,0.4130428982218684,0.3889060186677885,0.463597723136175,0.6480177811852019,0.47231086731286176,0.5351848951031719,0.6010350777952223,0.6537777995679849,0.6360071450527767,0.6648134689554974,0.5266835896339841,0.4660326493353057,0.4610520117876865,0.47928045349599413,0.5815590761202105,0.6815357513312386,0.537820961906896,0.6147432223837078,0.6055630498174323,0.5957158712501622,0.6396399930972159,0.5376156437772166,0.5064849672430708,0.5046799288729159,0.46118440842176534,0.5549334105983855,0.46961681842028435,0.6400086403166237,0.5980752297222885
2004-06-20,0.7377741189642391,0.6022585928968124,0.6562977046346912,0.5848542770119147,0.5210560559717351,0.6236523490065123,0.5074497815452376,0.41949828629614483,0.4332604329562827,0.48467273452680826,0.5333879723769219,0.6468542685293959,0.4576745726235749,0.6070259558213125,0.5800473479009348,0.6244102827488668,0.6040509780483765,0.6497960715031744,0.5334785405045644,0.46922260278550215,0.5322529056721269,0.5198956306742197,0.5952282657947316,0.7214208925363872,0.5218079661924985,0.6406707620892486,0.5855099682498099,0.5854866599735716,0.6028806823359691,0.4928019383517458,0.5081989373309177,0.5341082554959015,0.5377079765504171,0.5785867485029746,0.4742373199019662,0.6432926940416255,0.6153369152498844
2004-06-27,0.8329708956145694,0.6896428030998747,0.7297058064889763,0.6130443538862893,0.4760470889147757,0.5634679103218901,0.40170412960304924,0.32528603632213804,0.4103594635227287,0.4782608186696184,0.5452585464074439,0.7130178963087674,0.5236815889846838,0.7073294172577396,0.6427806611237169,0.594939168734674,0.581901726661141,0.5612233888795073,0.37686404703223764,0.39392758201188555,0.4927328376679949,0.5733932428657126,0.6621755387870488,0.7597162405300771,0.6192915845442273,0.7262501619698345,0.6372457536891529,0.5559381784044244,0.5417467145196216,0.3286805813468838,0.39662444039879885,0.49898240255318127,0.5025998525425729,0.6199109611034643,0.5316157544492236,0.7378710469562042,0.7242201296424884
